code;destination;rate
43710;austria special services;12.88
43711;austria special services;12.88
43720;austria special services;12.88
43730;austria special services;12.88
43740;austria special services;12.88
43780;austria special services;12.88
43810;austria personal numbers;12.88
44;united kingdom;0.56
443;united kingdom wide;0.84
4455;united kingdom special services;0.84
4456;united kingdom special services;0.84
447;united kingdom mobile 2;9.8
4470;united kingdom mobile personal;9.52
447106;united kingdom mobile o2;1.12
447107;united kingdom mobile o2;1.12
447340;united kingdom mobile vodafone;0.84
447341;united kingdom mobile vodafone;0.84
447342;united kingdom mobile vodafone;0.84
447375;united kingdom mobile tmobile;0.84
447376;united kingdom mobile tmobile;0.84
447377;united kingdom mobile tmobile;0.84
447391;united kingdom mobile vodafone;0.84
447392;united kingdom mobile vodafone;0.84
447393;united kingdom mobile vodafone;0.84
447394;united kingdom mobile o2;1.12
447395;united kingdom mobile o2;1.12
447396;united kingdom mobile tmobile;0.84
4473970;united kingdom mobile hutchison;1.12
4473971;united kingdom mobile hutchison;1.12
4473972;united kingdom mobile hutchison;1.12
4473973;united kingdom mobile hutchison;1.12
4473975;united kingdom mobile hutchison;1.12
4473976;united kingdom mobile hutchison;1.12
4473977;united kingdom mobile hutchison;1.12
4473978;united kingdom mobile hutchison;1.12
4473979;united kingdom mobile hutchison;1.12
447398;united kingdom mobile tmobile;0.84
447399;united kingdom mobile tmobile;0.84
447400;united kingdom mobile hutchison;1.12
447401;united kingdom mobile hutchison;1.12
447402;united kingdom mobile hutchison;1.12
447403;united kingdom mobile hutchison;1.12
447404;united kingdom mobile lycamobile;2.24
447405;united kingdom mobile lycamobile;2.24
447407;united kingdom mobile vodafone;0.84
447409;united kingdom mobile orange;0.84
447410;united kingdom mobile orange;0.84
447411;united kingdom mobile hutchison;1.12
447412;united kingdom mobile hutchison;1.12
447413;united kingdom mobile hutchison;1.12
447414;united kingdom mobile hutchison;1.12
447415;united kingdom mobile tmobile;0.84
447416;united kingdom mobile orange;0.84
4474170;united kingdom mobile hutchison;1.12
4474173;united kingdom mobile lycamobile;2.24
4474174;united kingdom mobile lycamobile;2.24
4474175;united kingdom mobile lycamobile;2.24
4474180;united kingdom mobile;1.12
447419;united kingdom mobile orange;0.84
447420;united kingdom mobile orange;0.84
447421;united kingdom mobile orange;0.84
447422;united kingdom mobile orange;0.84
447423;united kingdom mobile vodafone;0.84
447424;united kingdom mobile lycamobile;2.24
447425;united kingdom mobile vodafone;0.84
447426;united kingdom mobile hutchison;1.12
447427;united kingdom mobile hutchison;1.12
447428;united kingdom mobile hutchison;1.12
447429;united kingdom mobile hutchison;1.12
447430;united kingdom mobile o2;1.12
447431;united kingdom mobile o2;1.12
447432;united kingdom mobile tmobile;0.84
447433;united kingdom mobile tmobile;0.84
447434;united kingdom mobile tmobile;0.84
447435;united kingdom mobile vodafone;0.84
447436;united kingdom mobile vodafone;0.84
447437;united kingdom mobile vodafone;0.84
447438;united kingdom mobile lycamobile;2.24
4474400;united kingdom mobile lycamobile;2.24
4474401;united kingdom mobile lycamobile;2.24
4474402;united kingdom mobile lycamobile;2.24
4474403;united kingdom mobile lycamobile;2.24
4474404;united kingdom mobile lycamobile;2.24
4474405;united kingdom mobile lycamobile;2.24
4474406;united kingdom mobile lycamobile;2.24
4474407;united kingdom mobile lycamobile;2.24
447442;united kingdom mobile vodafone;0.84
447443;united kingdom mobile vodafone;0.84
447444;united kingdom mobile vodafone;0.84
447445;united kingdom mobile hutchison;1.12
447446;united kingdom mobile hutchison;1.12
447447;united kingdom mobile hutchison;1.12
447448;united kingdom mobile lycamobile;2.24
447449;united kingdom mobile hutchison;1.12
447450;united kingdom mobile hutchison;1.12
4474527;united kingdom mobile hutchison;1.12
4474528;united kingdom mobile hutchison;1.12
4474529;united kingdom mobile hutchison;1.12
447453;united kingdom mobile hutchison;1.12
447454;united kingdom mobile hutchison;1.12
447455;united kingdom mobile hutchison;1.12
447456;united kingdom mobile hutchison;1.12
4474586;united kingdom mobile hutchison;1.12
4474589;united kingdom mobile hutchison;1.12
447459;united kingdom mobile lycamobile;2.24
447460;united kingdom mobile hutchison;1.12
447461;united kingdom mobile o2;1.12
447462;united kingdom mobile hutchison;1.12
447463;united kingdom mobile hutchison;1.12
447464;united kingdom mobile vodafone;0.84
4474652;united kingdom mobile hutchison;1.12
4474654;united kingdom mobile hutchison;1.12
4474656;united kingdom mobile hutchison;1.12
4474657;united kingdom mobile hutchison;1.12
4474658;united kingdom mobile hutchison;1.12
4474659;united kingdom mobile hutchison;1.12
447466;united kingdom mobile lycamobile;2.24
447467;united kingdom mobile vodafone;0.84
447468;united kingdom mobile vodafone;0.84
447469;united kingdom mobile vodafone;0.84
447470;united kingdom mobile vodafone;0.84
447471;united kingdom mobile vodafone;0.84
447472;united kingdom mobile hutchison;1.12
447473;united kingdom mobile hutchison;1.12
447474;united kingdom mobile hutchison;1.12
447475;united kingdom mobile hutchison;1.12
447476;united kingdom mobile hutchison;1.12
447477;united kingdom mobile hutchison;1.12
447478;united kingdom mobile hutchison;1.12
447479;united kingdom mobile hutchison;1.12
447480;united kingdom mobile hutchison;1.12
447481;united kingdom mobile hutchison;1.12
447482;united kingdom mobile hutchison;1.12
447483;united kingdom mobile tmobile;0.84
447484;united kingdom mobile tmobile;0.84
447485;united kingdom mobile tmobile;0.84
447486;united kingdom mobile tmobile;0.84
447487;united kingdom mobile tmobile;0.84
4474884;united kingdom mobile hutchison;1.12
4474885;united kingdom mobile hutchison;1.12
4474887;united kingdom mobile hutchison;1.12
4474889;united kingdom mobile hutchison;1.12
447489;united kingdom mobile o2;1.12
447490;united kingdom mobile hutchison;1.12
447491;united kingdom mobile hutchison;1.12
447492;united kingdom mobile hutchison;1.12
447493;united kingdom mobile vodafone;0.84
447494;united kingdom mobile tmobile;0.84
447495;united kingdom mobile tmobile;0.84
447496;united kingdom mobile tmobile;0.84
447497;united kingdom mobile tmobile;0.84
447498;united kingdom mobile tmobile;0.84
447499;united kingdom mobile o2;1.12
447500;united kingdom mobile vodafone;0.84
447501;united kingdom mobile vodafone;0.84
447502;united kingdom mobile vodafone;0.84
447503;united kingdom mobile vodafone;0.84
447504;united kingdom mobile virgin;0.84
447505;united kingdom mobile virgin;0.84
447506;united kingdom mobile tmobile;0.84
447507;united kingdom mobile tmobile;0.84
447508;united kingdom mobile tmobile;0.84
44751;united kingdom mobile o2;1.12
447521;united kingdom mobile o2;1.12
447522;united kingdom mobile o2;1.12
447523;united kingdom mobile o2;1.12
447525;united kingdom mobile o2;1.12
447526;united kingdom mobile o2;1.12
447527;united kingdom mobile orange;0.84
447528;united kingdom mobile orange;0.84
447529;united kingdom mobile orange;0.84
447530;united kingdom mobile orange;0.84
447531;united kingdom mobile orange;0.84
4475320;united kingdom mobile orange;0.84
4475321;united kingdom mobile orange;0.84
4475322;united kingdom mobile orange;0.84
4475323;united kingdom mobile orange;0.84
4475324;united kingdom mobile orange;0.84
4475326;united kingdom mobile hutchison;1.12
4475327;united kingdom mobile hutchison;1.12
4475328;united kingdom mobile hutchison;1.12
447533;united kingdom mobile hutchison;1.12
447534;united kingdom mobile tmobile;0.84
447535;united kingdom mobile tmobile;0.84
447536;united kingdom mobile orange;0.84
4475374;united kingdom mobile vodafone;0.84
4475378;united kingdom mobile hutchison;1.12
4475379;united kingdom mobile hutchison;1.12
447538;united kingdom mobile tmobile;0.84
447539;united kingdom mobile tmobile;0.84
44754;united kingdom mobile o2;1.12
447550;united kingdom mobile tmobile;0.84
447551;united kingdom mobile vodafone;0.84
447552;united kingdom mobile vodafone;0.84
447553;united kingdom mobile vodafone;0.84
447554;united kingdom mobile vodafone;0.84
447555;united kingdom mobile vodafone;0.84
447556;united kingdom mobile orange;0.84
447557;united kingdom mobile vodafone;0.84
44756;united kingdom mobile o2;1.12
447570;united kingdom mobile vodafone;0.84
447572;united kingdom mobile tmobile;0.84
447573;united kingdom mobile tmobile;0.84
447574;united kingdom mobile tmobile;0.84
447575;united kingdom mobile hutchison;1.12
447576;united kingdom mobile hutchison;1.12
447577;united kingdom mobile hutchison;1.12
447578;united kingdom mobile hutchison;1.12
447579;united kingdom mobile orange;0.84
447580;united kingdom mobile orange;0.84
447581;united kingdom mobile orange;0.84
447582;united kingdom mobile orange;0.84
447583;united kingdom mobile orange;0.84
447584;united kingdom mobile vodafone;0.84
447585;united kingdom mobile vodafone;0.84
447586;united kingdom mobile vodafone;0.84
447587;united kingdom mobile vodafone;0.84
447588;united kingdom mobile hutchison;1.12
44759;united kingdom mobile o2;1.12
447701;united kingdom mobile o2;1.12
447702;united kingdom mobile o2;1.12
447703;united kingdom mobile o2;1.12
447704;united kingdom mobile o2;1.12
447705;united kingdom mobile o2;1.12
447706;united kingdom mobile o2;1.12
447707;united kingdom mobile o2;1.12
447708;united kingdom mobile o2;1.12
447709;united kingdom mobile o2;1.12
447710;united kingdom mobile o2;1.12
447711;united kingdom mobile o2;1.12
447712;united kingdom mobile o2;1.12
447713;united kingdom mobile o2;1.12
447714;united kingdom mobile o2;1.12
447715;united kingdom mobile o2;1.12
447716;united kingdom mobile o2;1.12
447717;united kingdom mobile vodafone;0.84
447718;united kingdom mobile o2;1.12
447719;united kingdom mobile o2;1.12
447720;united kingdom mobile o2;1.12
447721;united kingdom mobile vodafone;0.84
447722;united kingdom mobile virgin;0.84
447723;united kingdom mobile hutchison;1.12
447724;united kingdom mobile o2;1.12
447725;united kingdom mobile o2;1.12
447726;united kingdom mobile tmobile;0.84
447727;united kingdom mobile hutchison;1.12
447728;united kingdom mobile hutchison;1.12
447729;united kingdom mobile o2;1.12
447730;united kingdom mobile o2;1.12
447731;united kingdom mobile o2;1.12
447732;united kingdom mobile o2;1.12
447733;united kingdom mobile vodafone;0.84
447734;united kingdom mobile o2;1.12
447735;united kingdom mobile hutchison;1.12
447736;united kingdom mobile o2;1.12
447737;united kingdom mobile hutchison;1.12
447738;united kingdom mobile o2;1.12
447739;united kingdom mobile o2;1.12
447740;united kingdom mobile o2;1.12
447741;united kingdom mobile vodafone;0.84
447742;united kingdom mobile o2;1.12
447743;united kingdom mobile o2;1.12
447745;united kingdom mobile o2;1.12
447746;united kingdom mobile o2;1.12
447747;united kingdom mobile vodafone;0.84
447748;united kingdom mobile vodafone;0.84
447749;united kingdom mobile o2;1.12
447750;united kingdom mobile o2;1.12
447751;united kingdom mobile o2;1.12
447752;united kingdom mobile o2;1.12
447753;united kingdom mobile o2;1.12
447754;united kingdom mobile o2;1.12
447756;united kingdom mobile o2;1.12
447757;united kingdom mobile virgin;0.84
447758;united kingdom mobile virgin;0.84
447759;united kingdom mobile o2;1.12
447760;united kingdom mobile vodafone;0.84
447761;united kingdom mobile o2;1.12
447762;united kingdom mobile o2;1.12
447763;united kingdom mobile o2;1.12
447764;united kingdom mobile o2;1.12
447765;united kingdom mobile vodafone;0.84
447766;united kingdom mobile vodafone;0.84
447767;united kingdom mobile vodafone;0.84
447768;united kingdom mobile vodafone;0.84
447769;united kingdom mobile vodafone;0.84
447770;united kingdom mobile vodafone;0.84
447771;united kingdom mobile vodafone;0.84
447772;united kingdom mobile orange;0.84
447773;united kingdom mobile orange;0.84
447774;united kingdom mobile vodafone;0.84
447775;united kingdom mobile vodafone;0.84
447776;united kingdom mobile vodafone;0.84
447778;united kingdom mobile vodafone;0.84
447779;united kingdom mobile orange;0.84
447780;united kingdom mobile vodafone;0.84
447782;united kingdom mobile hutchison;1.12
447783;united kingdom mobile o2;1.12
447784;united kingdom mobile o2;1.12
447785;united kingdom mobile vodafone;0.84
447786;united kingdom mobile vodafone;0.84
447787;united kingdom mobile vodafone;0.84
447788;united kingdom mobile vodafone;0.84
447789;united kingdom mobile vodafone;0.84
447790;united kingdom mobile orange;0.84
447791;united kingdom mobile orange;0.84
447792;united kingdom mobile orange;0.84
447793;united kingdom mobile o2;1.12
447794;united kingdom mobile orange;0.84
447795;united kingdom mobile vodafone;0.84
447796;united kingdom mobile vodafone;0.84
447798;united kingdom mobile vodafone;0.84
447799;united kingdom mobile vodafone;0.84
447800;united kingdom mobile orange;0.84
447801;united kingdom mobile o2;1.12
447802;united kingdom mobile o2;1.12
447803;united kingdom mobile o2;1.12
447804;united kingdom mobile virgin;0.84
447805;united kingdom mobile orange;0.84
447806;united kingdom mobile virgin;0.84
447807;united kingdom mobile orange;0.84
447808;united kingdom mobile o2;1.12
447809;united kingdom mobile o2;1.12
447810;united kingdom mobile vodafone;0.84
447811;united kingdom mobile orange;0.84
447812;united kingdom mobile orange;0.84
447813;united kingdom mobile orange;0.84
447814;united kingdom mobile orange;0.84
447815;united kingdom mobile orange;0.84
447816;united kingdom mobile orange;0.84
447817;united kingdom mobile orange;0.84
447818;united kingdom mobile vodafone;0.84
447819;united kingdom mobile o2;1.12
447820;united kingdom mobile o2;1.12
447821;united kingdom mobile o2;1.12
447823;united kingdom mobile vodafone;0.84
447824;united kingdom mobile vodafone;0.84
447825;united kingdom mobile vodafone;0.84
447826;united kingdom mobile vodafone;0.84
447827;united kingdom mobile vodafone;0.84
447828;united kingdom mobile hutchison;1.12
447830;united kingdom mobile hutchison;1.12
447831;united kingdom mobile vodafone;0.84
447832;united kingdom mobile hutchison;1.12
447833;united kingdom mobile vodafone;0.84
447834;united kingdom mobile o2;1.12
447835;united kingdom mobile o2;1.12
447836;united kingdom mobile vodafone;0.84
447837;united kingdom mobile orange;0.84
447838;united kingdom mobile hutchison;1.12
447840;united kingdom mobile tesco;1.12
447841;united kingdom mobile o2;1.12
447842;united kingdom mobile o2;1.12
447843;united kingdom mobile o2;1.12
447844;united kingdom mobile o2;1.12
447845;united kingdom mobile o2;1.12
447846;united kingdom mobile hutchison;1.12
447847;united kingdom mobile virgin;0.84
447848;united kingdom mobile hutchison;1.12
447849;united kingdom mobile o2;1.12
447850;united kingdom mobile o2;1.12
447851;united kingdom mobile o2;1.12
447852;united kingdom mobile tmobile;0.84
447853;united kingdom mobile hutchison;1.12
447854;united kingdom mobile orange;0.84
447855;united kingdom mobile orange;0.84
447856;united kingdom mobile o2;1.12
447857;united kingdom mobile o2;1.12
447858;united kingdom mobile o2;1.12
447859;united kingdom mobile hutchison;1.12
447860;united kingdom mobile o2;1.12
447861;united kingdom mobile hutchison;1.12
447862;united kingdom mobile hutchison;1.12
447863;united kingdom mobile hutchison;1.12
4478640;united kingdom mobile o2;1.12
4478641;united kingdom mobile o2;1.12
4478642;united kingdom mobile o2;1.12
4478643;united kingdom mobile o2;1.12
4478645;united kingdom mobile o2;1.12
4478646;united kingdom mobile o2;1.12
4478647;united kingdom mobile o2;1.12
4478648;united kingdom mobile o2;1.12
4478649;united kingdom mobile o2;1.12
447865;united kingdom mobile hutchison;1.12
447866;united kingdom mobile orange;0.84
447867;united kingdom mobile vodafone;0.84
447868;united kingdom mobile hutchison;1.12
447869;united kingdom mobile hutchison;1.12
447870;united kingdom mobile orange;0.84
447871;united kingdom mobile o2;1.12
4478720;united kingdom mobile o2;1.12
4478721;united kingdom mobile o2;1.12
4478723;united kingdom mobile o2;1.12
4478724;united kingdom mobile o2;1.12
4478725;united kingdom mobile o2;1.12
4478726;united kingdom mobile o2;1.12
4478728;united kingdom mobile o2;1.12
4478729;united kingdom mobile o2;1.12
4478731;united kingdom mobile o2;1.12
4478732;united kingdom mobile o2;1.12
4478733;united kingdom mobile o2;1.12
4478734;united kingdom mobile o2;1.12
4478735;united kingdom mobile o2;1.12
4478736;united kingdom mobile o2;1.12
4478737;united kingdom mobile o2;1.12
4478738;united kingdom mobile o2;1.12
4478739;united kingdom mobile o2;1.12
4478740;united kingdom mobile o2;1.12
4478741;united kingdom mobile o2;1.12
4478742;united kingdom mobile o2;1.12
4478743;united kingdom mobile o2;1.12
4478746;united kingdom mobile o2;1.12
4478747;united kingdom mobile o2;1.12
4478748;united kingdom mobile o2;1.12
4478749;united kingdom mobile o2;1.12
447875;united kingdom mobile orange;0.84
447876;united kingdom mobile vodafone;0.84
447877;united kingdom mobile hutchison;1.12
447878;united kingdom mobile hutchison;1.12
447879;united kingdom mobile vodafone;0.84
447880;united kingdom mobile vodafone;0.84
447881;united kingdom mobile vodafone;0.84
447882;united kingdom mobile hutchison;1.12
447883;united kingdom mobile hutchison;1.12
447884;united kingdom mobile vodafone;0.84
447885;united kingdom mobile o2;1.12
447886;united kingdom mobile hutchison;1.12
447887;united kingdom mobile vodafone;0.84
447888;united kingdom mobile hutchison;1.12
447889;united kingdom mobile o2;1.12
447890;united kingdom mobile orange;0.84
447891;united kingdom mobile orange;0.84
4478923;united kingdom mobile o2;1.12
4478924;united kingdom mobile o2;1.12
4478926;united kingdom mobile o2;1.12
4478927;united kingdom mobile o2;1.12
4478928;united kingdom mobile o2;1.12
4478929;united kingdom mobile o2;1.12
4478932;united kingdom mobile o2;1.12
4478934;united kingdom mobile o2;1.12
4478935;united kingdom mobile o2;1.12
4478936;united kingdom mobile o2;1.12
4478937;united kingdom mobile o2;1.12
447894;united kingdom mobile o2;1.12
447895;united kingdom mobile o2;1.12
447896;united kingdom mobile orange;0.84
447897;united kingdom mobile hutchison;1.12
447898;united kingdom mobile hutchison;1.12
447899;united kingdom mobile vodafone;0.84
447900;united kingdom mobile vodafone;0.84
447901;united kingdom mobile vodafone;0.84
447902;united kingdom mobile tesco;1.12
447903;united kingdom mobile tmobile;0.84
447904;united kingdom mobile tmobile;0.84
447905;united kingdom mobile virgin;0.84
447906;united kingdom mobile virgin;0.84
447907;united kingdom mobile o2;1.12
447908;united kingdom mobile tmobile;0.84
447909;united kingdom mobile vodafone;0.84
447910;united kingdom mobile virgin;0.84
447912;united kingdom mobile o2;1.12
447913;united kingdom mobile virgin;0.84
447914;united kingdom mobile virgin;0.84
447915;united kingdom mobile hutchison;1.12
447916;united kingdom mobile hutchison;1.12
447917;united kingdom mobile vodafone;0.84
447918;united kingdom mobile vodafone;0.84
447919;united kingdom mobile vodafone;0.84
447920;united kingdom mobile vodafone;0.84
447921;united kingdom mobile o2;1.12
447922;united kingdom mobile o2;1.12
447923;united kingdom mobile tesco;1.12
447925;united kingdom mobile tesco;1.12
447926;united kingdom mobile o2;1.12
447927;united kingdom mobile o2;1.12
447928;united kingdom mobile o2;1.12
447929;united kingdom mobile orange;0.84
447930;united kingdom mobile tmobile;0.84
447931;united kingdom mobile tmobile;0.84
447932;united kingdom mobile fresh;0.84
447933;united kingdom mobile o2;1.12
447934;united kingdom mobile o2;1.12
447935;united kingdom mobile o2;1.12
447936;united kingdom mobile o2;1.12
447938;united kingdom mobile o2;1.12
447939;united kingdom mobile tmobile;0.84
44794;united kingdom mobile tmobile;0.84
447950;united kingdom mobile fresh;0.84
447951;united kingdom mobile tmobile;0.84
447952;united kingdom mobile virgin;0.84
447953;united kingdom mobile tmobile;0.84
447954;united kingdom mobile virgin;0.84
447955;united kingdom mobile o2;1.12
447956;united kingdom mobile tmobile;0.84
447957;united kingdom mobile tmobile;0.84
447958;united kingdom mobile tmobile;0.84
447959;united kingdom mobile tmobile;0.84
447960;united kingdom mobile tmobile;0.84
447961;united kingdom mobile tmobile;0.84
447962;united kingdom mobile easymobile;0.84
447963;united kingdom mobile virgin;0.84
447964;united kingdom mobile orange;0.84
447965;united kingdom mobile orange;0.84
447966;united kingdom mobile orange;0.84
447967;united kingdom mobile orange;0.84
447968;united kingdom mobile orange;0.84
447969;united kingdom mobile orange;0.84
447970;united kingdom mobile orange;0.84
447971;united kingdom mobile orange;0.84
447972;united kingdom mobile orange;0.84
447973;united kingdom mobile orange;0.84
447974;united kingdom mobile orange;0.84
447975;united kingdom mobile orange;0.84
447976;united kingdom mobile orange;0.84
447977;united kingdom mobile orange;0.84
447979;united kingdom mobile vodafone;0.84
447980;united kingdom mobile orange;0.84
447981;united kingdom mobile virgin;0.84
447982;united kingdom mobile virgin;0.84
447983;united kingdom mobile tmobile;0.84
447984;united kingdom mobile tmobile;0.84
447985;united kingdom mobile fresh;0.84
447986;united kingdom mobile virgin;0.84
447987;united kingdom mobile tmobile;0.84
447988;united kingdom mobile hutchison;1.12
447989;united kingdom mobile orange;0.84
447990;united kingdom mobile vodafone;0.84
447999;united kingdom mobile tesco;1.12
448;united kingdom special services 2;8.96
44843;united kingdom local calls;9.52
44844;united kingdom local calls;9.52
44845;united kingdom local calls;9.52
44870;united kingdom national calls 2;7.84
44870730;united kingdom national calls;0.56
44870731;united kingdom national calls;0.56
44870732;united kingdom national calls;0.56
44870733;united kingdom national calls;0.56
44870734;united kingdom national calls;0.56
44870735;united kingdom national calls;0.56
44870736;united kingdom national calls;0.56
44870738;united kingdom national calls;0.56
44870739;united kingdom national calls;0.56
44871;united kingdom national calls 2;7.84
44871227;united kingdom national calls;0.56
448715;united kingdom national calls;0.56
44872;united kingdom national calls 2;7.84
44873;united kingdom national calls 2;7.84
449;united kingdom premium 2;8.96
44901;united kingdom premium;0.56
44904;united kingdom premium;0.56
44908;united kingdom premium;0.56
45;denmark;0.84
452;denmark mobile;0.84
45201;denmark mobile tdc;0.84
45202;denmark mobile tdc;0.84
45203;denmark mobile tdc;0.84
45204;denmark mobile tdc;0.84
45205;denmark mobile tdc;0.84
45206;denmark mobile telenor;0.84
45207;denmark mobile telenor;0.84
45208;denmark mobile telenor;0.84
45209;denmark mobile telenor;0.84
45211;denmark mobile tdc;0.84
45212;denmark mobile tdc;0.84
45213;denmark mobile tdc;0.84
45214;denmark mobile tdc;0.84
45215;denmark mobile tdc;0.84
45216;denmark mobile tdc;0.84
45217;denmark mobile tdc;0.84
45218;denmark mobile tdc;0.84
45219;denmark mobile tdc;0.84
4522;denmark mobile telenor;0.84
45231;denmark mobile tdc;0.84
45232;denmark mobile tdc;0.84
45233;denmark mobile tdc;0.84
45234;denmark mobile tdc;0.84
45235;denmark mobile tdc;0.84
45236;denmark mobile tdc;0.84
45237;denmark mobile tdc;0.84
45238;denmark mobile tdc;0.84
452390;denmark mobile tdc;0.84
452391;denmark mobile tdc;0.84
452392;denmark mobile tdc;0.84
452393;denmark mobile tdc;0.84
452394;denmark mobile tdc;0.84
452395;denmark mobile telia;0.84
452396;denmark mobile tdc;0.84
452397;denmark mobile tdc;0.84
452398;denmark mobile tdc;0.84
452399;denmark mobile tdc;0.84
45241;denmark mobile tdc;0.84
45242;denmark mobile tdc;0.84
45243;denmark mobile tdc;0.84
45244;denmark mobile tdc;0.84
45245;denmark mobile tdc;0.84
45246;denmark mobile tdc;0.84
45247;denmark mobile tdc;0.84
45248;denmark mobile tdc;0.84
45249;denmark mobile tdc;0.84
4525;denmark mobile telenor;0.84
452596;denmark mobile tdc;0.84
4525988;denmark mobile tdc;0.84
4526;denmark mobile telia;0.84
4527;denmark mobile telia;0.84
4528;denmark mobile telia;0.84
45291;denmark mobile tdc;0.84
45292;denmark mobile tdc;0.84
45293;denmark mobile tdc;0.84
45294;denmark mobile tdc;0.84
45295;denmark mobile tdc;0.84
45296;denmark mobile tdc;0.84
45297;denmark mobile tdc;0.84
45298;denmark mobile tdc;0.84
45299;denmark mobile tdc;0.84
4530;denmark mobile tdc;0.84
45301;denmark mobile tdc;0.84
45302;denmark mobile tdc;0.84
45303;denmark mobile tdc;0.84
45304;denmark mobile tdc;0.84
45305;denmark mobile tdc;0.84
45306;denmark mobile tdc;0.84
45307;denmark mobile tdc;0.84
45308;denmark mobile tdc;0.84
45309;denmark mobile tdc;0.84
4531;denmark mobile;0.84
4531312;denmark mobile hi3g;0.84
45318;denmark mobile telenor;0.84
45319;denmark mobile telenor;0.84
4532;denmark mobile;0.84
45371000;denmark mobile telia;0.84
4540;denmark mobile;0.84
45401;denmark mobile tdc;0.84
45402;denmark mobile tdc;0.84
45403;denmark mobile tdc;0.84
45404;denmark mobile tdc;0.84
45405;denmark mobile telenor;0.84
45406;denmark mobile telenor;0.84
45407;denmark mobile telenor;0.84
45408;denmark mobile telenor;0.84
45409;denmark mobile telenor;0.84
4541;denmark mobile;0.84
4542;denmark mobile;0.84
45420;denmark mobile telia;0.84
45421;denmark mobile telia;0.84
45422;denmark mobile telia;0.84
45423;denmark mobile telia;0.84
45424;denmark mobile telenor;0.84
45425;denmark mobile telenor;0.84
454260;denmark mobile telenor;0.84
454261;denmark mobile hi3g;0.84
454262;denmark mobile hi3g;0.84
454263;denmark mobile hi3g;0.84
454264;denmark mobile hi3g;0.84
454265;denmark mobile hi3g;0.84
454266;denmark mobile hi3g;0.84
454267;denmark mobile hi3g;0.84
454268;denmark mobile hi3g;0.84
454269;denmark mobile hi3g;0.84
454270;denmark mobile telenor;0.84
454271;denmark mobile hi3g;0.84
454272;denmark mobile hi3g;0.84
454273;denmark mobile hi3g;0.84
454274;denmark mobile hi3g;0.84
454276;denmark mobile telia;0.84
454277;denmark mobile telia;0.84
454278;denmark mobile telia;0.84
454279;denmark mobile telia;0.84
454280;denmark mobile telenor;0.84
454281;denmark mobile telenor;0.84
454282;denmark mobile telia;0.84
454284;denmark mobile telenor;0.84
454286;denmark mobile telia;0.84
454291;denmark mobile hi3g;0.84
454292;denmark mobile hi3g;0.84
454294;denmark mobile hi3g;0.84
454295;denmark mobile hi3g;0.84
454296;denmark mobile telia;0.84
454297;denmark mobile telia;0.84
454298;denmark mobile telia;0.84
454299;denmark mobile telia;0.84
4550;denmark mobile;0.84
455060;denmark mobile tdc;0.84
455061;denmark mobile tdc;0.84
455063;denmark mobile;0.84
455064;denmark mobile telenor;0.84
455068;denmark mobile telenor;0.84
455069;denmark mobile;0.84
4551;denmark mobile;0.84
45511;denmark mobile tdc;0.84
45512;denmark mobile tdc;0.84
45513;denmark mobile tdc;0.84
45514;denmark mobile tdc;0.84
45515;denmark mobile tdc;0.84
45516;denmark mobile tdc;0.84
45517;denmark mobile tdc;0.84
455180;denmark mobile tdc;0.84
455181;denmark mobile tdc;0.84
455182;denmark mobile tdc;0.84
455183;denmark mobile tdc;0.84
455184;denmark mobile tdc;0.84
455185;denmark mobile tdc;0.84
455186;denmark mobile tdc;0.84
455187;denmark mobile tdc;0.84
455188;denmark mobile telia;0.84
455189;denmark mobile telia;0.84
45519;denmark mobile tdc;0.84
4552;denmark mobile;0.84
45521;denmark mobile;0.84
45522;denmark mobile;0.84
45523;denmark mobile;0.84
45524;denmark mobile;0.84
45525;denmark mobile telenor;0.84
455250;denmark mobile tdc;0.84
45526;denmark mobile telenor;0.84
45527;denmark mobile telenor;0.84
45528;denmark mobile telenor;0.84
45529;denmark mobile telenor;0.84
4553;denmark mobile;0.84
45531;denmark mobile;0.84
455319;denmark mobile telia;0.84
45532;denmark mobile telia;0.84
45533;denmark mobile;0.84
45534;denmark mobile telia;0.84
45535;denmark mobile hi3g;0.84
45536;denmark mobile hi3g;0.84
45537;denmark mobile hi3g;0.84
45538;denmark mobile hi3g;0.84
455390;denmark mobile telenor;0.84
455391;denmark mobile telenor;0.84
455392;denmark mobile telenor;0.84
455393;denmark mobile telenor;0.84
455394;denmark mobile telenor;0.84
455395;denmark mobile telenor;0.84
455396;denmark mobile telenor;0.84
455397;denmark mobile telenor;0.84
455399;denmark mobile telenor;0.84
4560;denmark mobile;0.84
45601;denmark mobile telia;0.84
45602;denmark mobile telia;0.84
45603;denmark mobile telia;0.84
45604;denmark mobile telia;0.84
456050;denmark mobile telenor;0.84
456051;denmark mobile hi3g;0.84
456052;denmark mobile hi3g;0.84
456053;denmark mobile hi3g;0.84
456054;denmark mobile hi3g;0.84
456055;denmark mobile hi3g;0.84
456056;denmark mobile hi3g;0.84
456057;denmark mobile hi3g;0.84
456058;denmark mobile hi3g;0.84
456059;denmark mobile hi3g;0.84
45606;denmark mobile telenor;0.84
45607;denmark mobile telenor;0.84
45608;denmark mobile telenor;0.84
456090;denmark mobile telenor;0.84
456091;denmark mobile telenor;0.84
456092;denmark mobile telenor;0.84
456093;denmark mobile telenor;0.84
456094;denmark mobile telenor;0.84
